Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;ATIBAIA;MAIDAME & MAIDAME COMERCIO DE ÁGUA, GÁS E CONVENIÊNCIAS LTDA - ME; 02.453.634/0001-25;AV. GERONIMO DE CAMARGO;2100;;RESSACA;12940-000;GLP;01/11/2022;119;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;LUCIANO RODRIGUES COSTA; 02.685.890/0001-48;RUA GONÇALVES CEZIMBRA;22;;PITUAÇU;41741-155;GLP;01/11/2022;108;;R$ / 13 kg;BAHIANA
SE;MG;BELO HORIZONTE;DISTRIBUIDORA LADAGÁS LTDA; 02.799.614/0001-00;RODOVIA MG 5;300;;GOIANIA;31950-000;GLP;01/11/2022;104;;R$ / 13 kg;BRANCA
N;AM;MANAUS;JAIME FORTES LIMA ME; 03.021.363/0001-00;RUA MONTE CALVARIO;20;I ETAPA;NOVO ISRAEL;69039-710;GLP;01/11/2022;111;;R$ / 13 kg;FOGAS
NE;CE;FORTALEZA;RAPIGÁS LTDA ME; 03.040.349/0001-45;AV JOVITA FEITOSA;192;;PARQUE ARAXÁ;60450-672;GLP;01/11/2022;117;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;C DA F CRISPIM; 03.202.986/0001-70;RUA RUFINO DE ELIZALDE;35;;NOVO ISRAEL;69039-540;GLP;01/11/2022;110;;R$ / 13 kg;FOGAS
S;PR;CURITIBA;PILAR COMERCIO DE GÁS LTDA; 03.313.096/0001-36;RUA   RAPOSO TAVARES;1265;;PILARZINHO;82100-452;GLP;01/11/2022;109;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;ANAPOLIS;RBS COMERCIO DE GAS E BEBIDAS LTDA; 03.344.428/0001-40;AVENIDA FERNANDO COSTA;1900;;LAS PALMAS;75066-080;GLP;01/11/2022;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO BERNARDO DO CAMPO;GUARABIRA COM. DE AGUA E GÁS LTDA ME; 03.383.873/0001-19;AVENIDA HUMBERTO DE ALENCAR CASTELO BRANCO;1525;;JD. SANTO INACIO;09750-300;GLP;01/11/2022;117;;R$ / 13 kg;ULTRAGAZ
NE;CE;JUAZEIRO DO NORTE;CARIRI COMERCIO E TRANSPORTES DE DERIVADOS DE PETROLEO LIMITADA; 03.507.744/0001-95;AV AILTON GOMES;2719;;PIRAJA;63020-000;GLP;01/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;BRAGANCA PAULISTA;ANTOHER EMPREENDIMENTOS LTDA - EPP; 03.702.751/0001-48;RUA DR. FREITAS;774;778;MATADOURO;12910-340;GLP;01/11/2022;114,99;;R$ / 13 kg;CONSIGAZ
NE;PI;TERESINA;FP COMERCIO DE GAS EIRELI; 03.756.971/0002-35;AVENIDA PETRÔNIO PORTELA;2753;;PRIMAVERA;64003-675;GLP;01/11/2022;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;RIO JORDAO COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EIRELI; 03.864.514/0001-83;AVENIDA 7 DE MAIO;1337;;SANTA ETELVINA;69059-140;GLP;01/11/2022;115;;R$ / 13 kg;FOGAS
CO;DF;BRASILIA;DEPOSITO DE GAS CRISTO REI LTDA; 03.957.074/0001-09; QN 306 CONJUNTO 02 LOTE;3;;SAMAMBIA;72306-202;GLP;01/11/2022;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;RECIFE;JOSE EDSON MESQUITA DA SILVA ME; 04.018.229/0001-04;AVENIDA PROFESSOR JOSE DOS ANJOS;246;;ARRUDA;52120-100;GLP;01/11/2022;100;;R$ / 13 kg;BRANCA
SE;SP;BRAGANCA PAULISTA;VANESSA DOMINGUES DE OLIVEIRA; 04.226.948/0001-10;AVENIDA LUIZ GONZAGA LEME;250;;AGUAS CLARAS;12929-120;GLP;01/11/2022;105;;R$ / 13 kg;FOGAS
N;AM;MANAUS;IZAILDA DA SILVA LIMA; 04.255.061/0001-50;RUA PEIXE - CACHORRO;51;QD. 6 B;JORGE TEXEIRA;69088-000;GLP;01/11/2022;105;;R$ / 13 kg;AMAZONGÁS
SE;MG;BELO HORIZONTE;LUZ & LUZES COMÉRCIO E DISTRIBUIDORA DE GÁS LTDA.; 04.286.021/0001-76;RUA DEUSDEDITH DE ASSIS;123;;DOM BOSCO;30850-450;GLP;01/11/2022;115;;R$ / 13 kg;ULTRAGAZ
CO;MT;VARZEA GRANDE;LIGUE GAS DISTRIBUIDORA LTDA; 04.386.696/0001-97;AVENIDA FILINTO MULLER,;S/N;QDA 22 LOTES 09 E 12;JARDIM ITORORO;78138-785;GLP;01/11/2022;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;ANAPOLIS;ELIANE DE SÁ RIBEIRO; 04.457.703/0001-02;AV. PRESIDENTE KENNEDY;2950;;JARDIM ALEXANDRINA;75060-100;GLP;01/11/2022;120;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;RC GAS LTDA; 04.711.306/0001-07;RUA FURKIM WERNEK;1333;;TUPI;31840-050;GLP;01/11/2022;120;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;GO;ANAPOLIS;COMERCIAL DE GAS BELA VISTA EIRELI - ME; 04.820.226/0001-90;RUA   9;786;SALA 02;ALTO DA BELA VISTA;75105-620;GLP;01/11/2022;115;;R$ / 13 kg;ULTRAGAZ
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA; 04.849.158/0001-91;RUA JOAO MARTINS CORTES;610;;ANTA RITA DE CASSIA;38500-000;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
S;PR;CURITIBA;MARCELO RODRIGUES RIBEIRO; 04.879.353/0001-64;RUA RAPOZO TAVARES;1,205;;PILARZINHO;82100-000;GLP;01/11/2022;113;;R$ / 13 kg;ULTRAGAZ
SE;SP;SOROCABA;TAVINHO COMÉRCIO DE GÁS LTDA. - ME.; 05.124.164/0001-44;AVENIDA RIUSAKU KANIZAWA;687;;LOPES DE OLIVEIRA;18071-286;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;IPIRANGA COMERCIO DE GAS LTDA; 19.932.045/0001-22;RUA DOUTOR BENEDITO XAVIER;1958;;BAIRRO AARAO REIS;31810-540;GLP;01/11/2022;122;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;GO;ANAPOLIS;COMÉRCIO TRANSPORTE MOURAGAS LTDA; 26.717.744/0001-15;AVENIDA  JUSCELINO KUBITSCHEK;2476;;ALTO DA BELA VISTA;75105-770;GLP;01/11/2022;115;;R$ / 13 kg;CONSIGAZ
SE;RJ;CABO FRIO;SUPERCOPA COMERCIO DE GAS LTDA.; 28.879.286/0001-46;AVENIDA   JOAQUIM NOGUEIRA;988;;SAO CRISTOVAO;28909-490;GLP;01/11/2022;99,99;;R$ / 13 kg;LIQUIGÁS
CO;MT;VARZEA GRANDE;J. J. CADORE E CIA. LTDA.; 37.449.337/0001-90;AVENIDA FREI COIMBRA;5005;;JD. NOVO HORIZONTE;78145-548;GLP;01/11/2022;120;;R$ / 13 kg;BRANCA
NE;PE;RECIFE;IRMAOS SIVINI LTDA; 41.094.087/0001-90;AVENIDA BEBERIBE;2431;;FUNDAO;52130-135;GLP;01/11/2022;105;;R$ / 13 kg;MINASGAS
SE;SP;BOTUCATU;ZILO BUTIGNOLI; 45.520.699/0001-59;RUA MAJOR MATHEUS;1007;;VILA LAVRADORES;18609-083;GLP;01/11/2022;99,99;;R$ / 13 kg;LIQUIGÁS
N;AM;MANAUS;HUMBERTO PEREIRA DOS SANTOS; 63.713.499/0001-02;RUA   CARLOS LEE;2;;NOVO ISRAEL;69039-550;GLP;01/11/2022;105,5;;R$ / 13 kg;AMAZONGÁS
SE;SP;GUARULHOS;ODILIO LUZ PEREIRA ME; 68.347.251/0001-80;AVENIDA JOSE MIGUEL ACKELL,;1949;;BAIRRO DAS PIMENTAS;07241-040;GLP;01/11/2022;90;;R$ / 13 kg;SERVGÁS
SE;MG;CONTAGEM;CARVIGAS LTDA ME; 71.343.503/0001-08;RUA DAS INDUSTRIAS;821;;NOVO ELDORADO;32341-490;GLP;01/11/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;CRICIUMA;SUL GAS LTDA.; 78.813.680/0001-50;AVENIDA LUIZ LAZZARIN;2387;;MARIA CEU;88810-350;GLP;01/11/2022;115;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;SUPERCHAMA COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 86.773.926/0001-35;AVENIDA JAMEL CECÍLIO;352;;JUNDIAÍ;75110-330;GLP;01/11/2022;122;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;JALES;JULIANO SANTANA DE CARVALHO - JALES - EPP; 04.552.821/0001-91;RUA  ARGENTINA;3337;;JARDIM SANTO EXPEDITO;15707-090;GLP;01/11/2022;100;;R$ / 13 kg;ULTRAGAZ
S;PR;CURITIBA;V. STRAFIT DE OLIVEIRA E CIA LTDA; 05.102.795/0001-62;RUA RAPOSO TAVARES;939;;PILARZINHO;82100-452;GLP;01/11/2022;115;;R$ / 13 kg;ULTRAGAZ
S;PR;CAMBE;SARDI - COMÉRCIO DE GÁS LTDA.; 05.406.602/0001-67;RUA CURITIBA;903;;JD. SÃO FRANCISCO;86182-470;GLP;01/11/2022;115;;R$ / 13 kg;ULTRAGAZ
S;PR;CAMBE;JET-GAS - COMERCIO DE GAS LTDA; 03.120.257/0001-75;RUA PASCOAL MOREIRA CABRAL;832;;JARDIM RIVIEIRA;86187-030;GLP;01/11/2022;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CAMBE;JOSE DONIZETE DE OLIVEIRA - GÁS E ÁGUA ME; 04.003.071/0001-07;RUA   ALÍCIO FRANCISCO MAFRA;668;;JARDIM TAROBÁ;86191-390;GLP;01/11/2022;117;;R$ / 13 kg;BRANCA
SE;SP;ATIBAIA;RITA CACILDA DO PRADO GAS ME; 05.698.536/0001-46;RODOVIA FERNAO DIAS;S/N;KM 50,1;PORTAO;12948-000;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
NE;AL;MACEIO;EDNAL MENDONÇA DE MELO - ME; 69.979.334/0001-55;RUA DR.FRANCISCO DE MENEZES;1673;;BOM PARTO;57017-080;GLP;01/11/2022;115;;R$ / 13 kg;BAHIANA
NE;AL;MACEIO;RENATO CAVALCANTE LINS -ME; 12.207.619/0001-50;RUA NOVA;56;;CHA DE BEBEDOURO;57018-120;GLP;01/11/2022;110;;R$ / 13 kg;LIQUIGÁS
S;SC;BLUMENAU;AMAURI DELGADO DA SILVA & CIA LTDA.; 04.540.932/0001-88;RUA FRANCISCO VAHLDIECK;1021;;FORTALEZA;89056-000;GLP;01/11/2022;132,5;;R$ / 13 kg;ULTRAGAZ
S;SC;BLUMENAU;MC COMÉRCIO DE GÁS E ÁGUA LTDA EPP; 05.350.973/0001-74;GUILHERME SHARF;455;;ITOUPAVA CENTRAL;89062-000;GLP;01/11/2022;110;;R$ / 13 kg;ULTRAGAZ
NE;PE;RECIFE;CAMPO GRANDE FERRAGENS LTDA - ME; 08.773.368/0001-02;RUA MARQUES DE BAEPENDI;95;;CAMPO GRANDE;52050-310;GLP;01/11/2022;98;;R$ / 13 kg;BRANCA
SE;SP;ATIBAIA;DISTRIBUIDORA DE GLP CEREJEIRA LTDA.; 03.913.773/0001-57;AVENIDA PREF. ANTONIO J. DE TOLEDO G. LOPES;1315;;JARDIM CEREJEIRAS;12951-270;GLP;01/11/2022;99;;R$ / 13 kg;BRANCA
SE;SP;CAMPINAS;DEPOSITO DE GAS PICARRAO EIRELI ME; 03.508.427/0001-93;AVENIDA DR. ANGELO SIMOES;1604;;JARDIM LEONOR;13042-010;GLP;01/11/2022;109,99;;R$ / 13 kg;CONSIGAZ
SE;SP;GUARULHOS;CONTEMGAS COMERCIAL DE GÁS LTDA; 68.329.226/0004-17;AVENIDA BRIGADEIRO FARIA LIMA;S/N;;COCAIA;07130-000;GLP;01/11/2022;92,99;;R$ / 13 kg;LIQUIGÁS
NE;PI;TERESINA;PIAUI COMERCIO DE GAS LTDA; 73.796.617/0006-43;RUA URUGUAI;1586;;CIDADE NOVA;64017-590;GLP;01/11/2022;118;;R$ / 13 kg;LIQUIGÁS
S;PR;GUARAPUAVA;COMERCIAL ÁLVARO DE GÁS LTDA.; 77.146.660/0003-71;RUA TIRADENTES;1711;;BATEL;85010-310;GLP;01/11/2022;118;;R$ / 13 kg;LIQUIGÁS
NE;PI;TERESINA;T DE L N FERREIRA LTDA; 05.584.976/0003-34;RUA SANTA ROSA;2618;VILA SÃO JOSÉ DA COSTA RICA;TRES ANDARES;64017-755;GLP;01/11/2022;115;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;WK COMERCIAL DE GAS EIRELI; 05.551.836/0001-06;QUADRA QS 107 CONJUNTO 06 LOTE;4;;SAMAMBAIA SUL (SAMAMBAIA);72301-520;GLP;01/11/2022;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;CE;FORTALEZA;FIELGAS REVENDEDOR DE GAS LTDA; 06.160.331/0001-75;AVENIDA GENERAL OSORIO DE PAIVA;1899;;VILA PERI;60730-085;GLP;01/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;CLAUDINHO E ZENILDO GAS LTDA; 06.180.105/0001-56;RUA ANTONIO BANDEIRA;295;;TUPI;31844-130;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
S;SC;CRICIUMA;LITORANEAGAS COMERCIO E TRANSPORTE LTDA ME; 01.091.241/0001-56;RODOVIA LUIZ ROSSO;960;;SÃO LUIZ;88803-470;GLP;01/11/2022;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BOTUCATU;ZILO COMERCIO DE GAS LTDA; 06.124.988/0001-87;RUA MAJOR MATHEUS;991;;VILA DOS LAVRADORES;18609-083;GLP;01/11/2022;99,99;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;FÁTIMA APARECIDA PEREIRA - ME.; 06.348.879/0001-43;RUA P 43;431;QUADRA 24 LOTE 01;JARDIM PROGRESSO;75063-590;GLP;01/11/2022;105;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;TOP GAS COMERCIO DE GAS EIRELI; 06.375.339/0001-59;AVENIDA PRESIDENTE KENNEDY;1475;;MARACANA;75040-040;GLP;01/11/2022;118;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA CRUZ DO SUL;PAULO THEODORO HORBACH NETO; 06.944.295/0001-30;RUA BARAO DO ARROIO GRANDE;993;;ARROIO GRANDE;96832-001;GLP;01/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;RECIFE;EDUARDO VASCONCELOS - ME; 35.391.572/0003-95;RUA JULIO JOSE DE SOUZA;22;;AGUA FRIA;52211-180;GLP;01/11/2022;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;ATIBAIA;CLAUDIO TADEU NUNES - ME.; 03.376.864/0001-09;AVENIDA SAO JOAO;1033;;PONTE;12940-260;GLP;01/11/2022;105;;R$ / 13 kg;BRANCA
SE;SP;CAMPINAS;JEAN CARLOS GARCIA & CIA LTDA ME; 04.649.526/0001-58;AVENIDA DR. ARLINDO JOAQUIM DE LEMOS;455;;JARDIM PROENÇA;13095-000;GLP;01/11/2022;109,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;CAMPINAS;M & F COMERCIAL DE GÁS LTDA.; 07.587.184/0001-87;RUA JORGE TIBIRIÇA;608;;VILA JOAQUIM INÁCIO;13045-076;GLP;01/11/2022;112;;R$ / 13 kg;COPA ENERGIA
S;PR;CURITIBA;PERUSSE E PERUSSE COMERCIO DE GAS  LTDA ME; 06.956.332/0001-20;RUA JOAO REFFO;1470;;SANTA FELICIDADE;82410-000;GLP;01/11/2022;99,9;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;AL;MACEIO;HIPERGÁS LTDA ME.; 07.854.580/0001-23;RUA BOA VISTA;444;;PRADO;57014-280;GLP;01/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ANAPOLIS;H. A. UNIGAS LTDA - ME; 05.889.139/0001-51;AVENIDA SEBASTIÃO PEDRO JUNQUEIRA;2151;LOJA 01;VILA FORMOSA I ETAPA;75100-130;GLP;01/11/2022;115;;R$ / 13 kg;BRANCA
S;RS;PELOTAS;ANDRÉ AZEVEDO ALBUQUERQUE; 08.035.736/0001-07;AVENIDA   REPUBLICA DO LIBANO;268;CASA;TRES VENDAS;96055-710;GLP;01/11/2022;108;;R$ / 13 kg;LIQUIGÁS
SE;MG;BELO HORIZONTE;CAICARA GAS LTDA; 04.295.596/0001-55;RUA BELMIRO BRAGA;151;;CAICARA;30770-550;GLP;01/11/2022;129;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;ANTÔNIO SERGIO DA CUNHA - ME; 07.409.739/0001-09;RUA EMÍLIA;658;;VILA MOTTA;12903-200;GLP;01/11/2022;110;;R$ / 13 kg;COPA ENERGIA
SE;SP;BRAGANCA PAULISTA;ANGELO MARCOS TITANELLI; 05.820.412/0001-91;RUA DR ANTONIO DA CRUZ;37;;CENTRO;12900-351;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
SE;SP;BRAGANCA PAULISTA;VIVIANE BERNARDES DE SOUZA - ME; 08.062.483/0001-60;AVENIDA NOSSA SENHORA DA PENHA;660;;PENHA;12929-470;GLP;01/11/2022;104,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;VOTORANTIM;ADRIANO SALIM DE OLIVEIRA; 08.304.817/0001-65;AVENIDA MATHEUS CONEGERO;216;;PARQUE BELA VISTA;18110-570;GLP;01/11/2022;105;;R$ / 13 kg;BRANCA
SE;SP;BRAGANCA PAULISTA;MR GAS E AGUA LTDA - ME; 05.576.958/0001-49;AVENIDA   ANTONIETA THOMAZINI LONZA;1742;;PARQUE BRASIL;12906-320;GLP;01/11/2022;105;;R$ / 13 kg;ULTRAGAZ
SE;SP;JALES;LOPES SUPERMERCADOS LTDA; 53.963.443/0009-00;AVENIDA JOÃO AMADEU;3530;;JARDIM ACLIMAÇÃO;01570-000;GLP;01/11/2022;99;;R$ / 13 kg;ULTRAGAZ
SE;SP;BRAGANCA PAULISTA;NOVA AMERICA COMERCIO DE GAS LTDA; 04.554.740/0001-20;RUA EXP. DECIO CONCEICAO DOS SANTOS;237;;JARDIM NOVA AMERICA;12929-450;GLP;01/11/2022;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO BERNARDO DO CAMPO;YAMA COMERCIO DE GAS LTDA; 07.447.557/0001-14;AVENIDA CAMINHO DO MAR;2049;;VILA MUSSOLINE;09609-000;GLP;01/11/2022;102;;R$ / 13 kg;CONSIGAZ
S;RS;PELOTAS;LOIVA MARIA TAVARES BORCHARDT 54024196049; 07.239.967/0001-70;RUA FRONTINO VIEIRA;1345;;FRAGATA;96040-700;GLP;01/11/2022;110;;R$ / 13 kg;BRANCA
S;RS;PELOTAS;ANA PAULA PORTUGAL OLIVEIRA; 05.746.105/0001-08;AVENIDA RIO GRANDE DO SUL;485;;LARANJAL;96090-590;GLP;01/11/2022;110;;R$ / 13 kg;LIQUIGÁS
N;TO;PALMAS;NN DISTRIBUIDORA DE GAS LTDA; 08.240.771/0001-68;QUADRA 112 SUL RUA SR 1 (ASR-SE 15 CONJUNTO 01);S/N;LOTE  27;PLANO DIRETOR SUL;77020-170;GLP;01/11/2022;130;;R$ / 13 kg;ULTRAGAZ
SE;SP;CAMPINAS;BANDEIRANTES COMERCIO DE GAS LTDA ME; 07.886.841/0001-97;AVENIDA ADÃO FOCESI;964;;JARDIM DO LAGO;13050-000;GLP;01/11/2022;114,99;;R$ / 13 kg;ULTRAGAZ
NE;PB;JOAO PESSOA;PANIFICADORA FAUSTINO LTDA.; 07.835.328/0001-77;RUA RENATO GOMES DE OLIVEIRA;30;;MANGABEIRA VII;58058-232;GLP;01/11/2022;120;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;CASTELO GÁS COMERCIAL LTDA.; 08.466.198/0001-05;AVENIDA OLAVO BILAC;1579;;SÃO GERALDO;60320-000;GLP;01/11/2022;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SOROCABA;PARK COMERCIO DE GAS LTDA; 05.875.485/0001-80;AVENIDA QUINZE DE AGOSTO;5200;;JARDIM LEOCADIA;18085-290;GLP;01/11/2022;105;;R$ / 13 kg;BRANCA
SE;SP;SOROCABA;KATIA EGLE DE ALMEIDA GÁS - ME; 07.848.517/0001-84;AVENIDA DOUTOR AMÉRICO FIGUEREDO;4129;;JULIO DE MESQUITA FILHO;18053-000;GLP;01/11/2022;99,99;;R$ / 13 kg;BRANCA
